Variable_micro_RENAMU,Label,Tipo,N_unicos,Valores,Bloque_tematico,Agregacion_sugerida,Macro_objetivo_ejemplo
mod_182,¿La municipalidad realizó verificaciones técnicas a las obras con licencia de,haven_labelled,3,Falta aprobar por el Concejo Municipal = 1; En elaboración = 2; Falta de recursos para su elaboración = 3; Otro = 4,Instrumentos de Gestión y Gobernanza,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,indice_instrumentos_gestion_y_estado
mod_183,Número de verificaciones técnicas a las obras con licencia de edificación  /,numeric,349,,Instrumentos de Gestión y Gobernanza,"Suma/Total + tasa per cápita (por 1,000 hab.)",indice_instrumentos_gestion_y_estado
mod_184,Número de verificaciones técnicas a las obras con licencia de edificación  /,numeric,273,,Instrumentos de Gestión y Gobernanza,"Suma/Total + tasa per cápita (por 1,000 hab.)",indice_instrumentos_gestion_y_estado
mod_185,Número de verificaciones técnicas a las obras con licencia de edificación / T,numeric,321,,Instrumentos de Gestión y Gobernanza,"Suma/Total + tasa per cápita (por 1,000 hab.)",indice_instrumentos_gestion_y_estado
mod_186,Municipalidad,haven_labelled,2,No informó = 0; Informó = 1,Instrumentos de Gestión y Gobernanza,Categoría ordinal/nominal → one-hot o score ordinal,indice_instrumentos_gestion_y_estado
mod_187,¿La municipalidad dispone de terrenos propios para fines de vivienda que no est,haven_labelled,3,Falta aprobar por el Concejo Municipal = 1; En elaboración = 2; Falta de recursos para su elaboración = 3; Otro = 4,Instrumentos de Gestión y Gobernanza,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,indice_instrumentos_gestion_y_estado
mod_188,"Terrenos propios para fines de vivienda que no están ocupados, construidos o af",numeric,81,,Instrumentos de Gestión y Gobernanza,Suma/Media + normalización per cápita o por presupuesto,indice_instrumentos_gestion_y_estado
mod_189,"Terrenos propios para fines de vivienda que no están ocupados, construidos o af",numeric,268,,Instrumentos de Gestión y Gobernanza,Suma/Media + normalización per cápita o por presupuesto,indice_instrumentos_gestion_y_estado
mod_190,"Terrenos propios para fines de vivienda que no están ocupados, construidos o af",numeric,53,,Instrumentos de Gestión y Gobernanza,Suma/Media + normalización per cápita o por presupuesto,indice_instrumentos_gestion_y_estado
mod_191,"Terrenos propios para fines de vivienda que no están ocupados, construidos o af",numeric,60,,Instrumentos de Gestión y Gobernanza,Suma/Media + normalización per cápita o por presupuesto,indice_instrumentos_gestion_y_estado
mod_192,"Terrenos propios para fines de vivienda que no están ocupados, construidos o af",numeric,257,,Instrumentos de Gestión y Gobernanza,Suma/Media + normalización per cápita o por presupuesto,indice_instrumentos_gestion_y_estado
mod_1,Municipalidad,haven_labelled,2,No = 0; Sí = 1,Instrumentos de Gestión y Gobernanza,Categoría ordinal/nominal → one-hot o score ordinal,indice_instrumentos_gestion_y_estado
mod_2,RECODE of mod_2 (Instrumento de gestión y desarrollo que dispone/ Plan de Desarr,haven_labelled,2,No = 0; Sí = 1,Instrumentos de Gestión y Gobernanza,Categoría ordinal/nominal → one-hot o score ordinal,indice_instrumentos_gestion_y_estado
mod_44,RECODE of mod_44 (Actividades que ejecutó el Consejo de Coordinación Local/ Real,haven_labelled,2,No = 0; Sí = 1,Instrumentos de Gestión y Gobernanza,Categoría ordinal/nominal → one-hot o score ordinal,indice_instrumentos_gestion_y_estado
mod_46,RECODE of mod_46 (Actividades que ejecutó el Consejo de Coordinación Local/ Part,haven_labelled,2,No = 0; Sí = 1,Instrumentos de Gestión y Gobernanza,Categoría ordinal/nominal → one-hot o score ordinal,indice_instrumentos_gestion_y_estado
mod_47,RECODE of mod_47 (Actividades que ejecutó el Consejo de Coordinación Local / Par,haven_labelled,2,No = 0; Sí = 1,Instrumentos de Gestión y Gobernanza,Categoría ordinal/nominal → one-hot o score ordinal,indice_instrumentos_gestion_y_estado
mod_48,RECODE of mod_48 (Actividades que ejecutó el Consejo de Coordinación Local / Otr,haven_labelled,2,No = 0; Sí = 1,Instrumentos de Gestión y Gobernanza,Categoría ordinal/nominal → one-hot o score ordinal,indice_instrumentos_gestion_y_estado
limpgast_2,Gasto ejecutado en el servicio de limpieza pública (en soles) / Gasto total,numeric,4531,,Finanzas Municipales,"Suma/Total + tasa per cápita (por 1,000 hab.)",gasto_total_y_ratios_funcionales
limpgast_3,Gasto ejecutado en el servicio de limpieza pública (en soles) / Recojo domicili,numeric,3738,,Finanzas Municipales,Suma/Media + normalización per cápita o por presupuesto,gasto_total_y_ratios_funcionales
limpgast_4,Gasto ejecutado en el servicio de limpieza pública (en soles) / Barridos de cal,numeric,2824,,Finanzas Municipales,Suma/Media + normalización per cápita o por presupuesto,gasto_total_y_ratios_funcionales
limpgast_5,Gasto ejecutado en el servicio de limpieza pública (en soles) / Otro,numeric,405,,Finanzas Municipales,Suma/Media + normalización per cápita o por presupuesto,gasto_total_y_ratios_funcionales
regamb_2,Número de vendedores ambulantes registrados en la Municipalidad / Total,numeric,397,,Gestión Ambiental y Gestión del Riesgo,"Suma/Total + tasa per cápita (por 1,000 hab.)",indice_gestion_riesgos
bibliocomps_19,Total Computadoras operativas,numeric,40,,Recursos Físicos y Tecnología,"Suma/Total + tasa per cápita (por 1,000 hab.)",agg_bienes_total_y_ratio_operativos
infradep_5,Número de infraestructura deportiva y/o recreativa / Complejos deportivos,numeric,30,,Infraestructura Deportiva y Cultural,"Suma/Total + tasa per cápita (por 1,000 hab.)",infraestructura_deportiva_cultural_total
orgs_3,Comité del Programa del Vaso de Leche / Número,numeric,280,,Servicios Sociales y Programas,"Suma/Total + tasa per cápita (por 1,000 hab.)",cobertura_programas_sociales_percapita
orgs_4,Comité del Programa del Vaso de Leche / Total de beneficiarios al 31 de diciemb,numeric,2404,,Servicios Sociales y Programas,"Suma/Total + tasa per cápita (por 1,000 hab.)",cobertura_programas_sociales_percapita
orgs_7,Comedor Popular / Número,numeric,151,,Servicios Sociales y Programas,"Suma/Total + tasa per cápita (por 1,000 hab.)",cobertura_programas_sociales_percapita
orgs_8,Comedor Popular / Total de beneficiarios al 31 de diciembre 2015,numeric,1108,,Servicios Sociales y Programas,"Suma/Total + tasa per cápita (por 1,000 hab.)",cobertura_programas_sociales_percapita
orgs_9,Comedor Popular / Total de beneficiarios al 30 de junio 2016,numeric,834,,Servicios Sociales y Programas,"Suma/Total + tasa per cápita (por 1,000 hab.)",cobertura_programas_sociales_percapita
orgs_11,Club de madres / Número,numeric,115,,Servicios Sociales y Programas,"Suma/Total + tasa per cápita (por 1,000 hab.)",cobertura_programas_sociales_percapita
orgs_12,Club de madres / Total de beneficiarios al 31 de diciembre 2015,numeric,585,,Servicios Sociales y Programas,"Suma/Total + tasa per cápita (por 1,000 hab.)",cobertura_programas_sociales_percapita
orgs_13,Club de madres / Total de beneficiarios al 30 de junio 2016,numeric,449,,Servicios Sociales y Programas,"Suma/Total + tasa per cápita (por 1,000 hab.)",cobertura_programas_sociales_percapita
orgs_15,Organizaciones sociales / Organizaciones juveniles / Número,numeric,36,,Servicios Sociales y Programas,"Suma/Total + tasa per cápita (por 1,000 hab.)",cobertura_programas_sociales_percapita
orgs_16,Organizaciones sociales / Organizaciones juveniles / Total de beneficiarios al 3,numeric,190,,Servicios Sociales y Programas,"Suma/Total + tasa per cápita (por 1,000 hab.)",cobertura_programas_sociales_percapita
orgs_17,Organizaciones sociales / Organizaciones juveniles / Total de beneficiarios al 3,numeric,172,,Servicios Sociales y Programas,"Suma/Total + tasa per cápita (por 1,000 hab.)",cobertura_programas_sociales_percapita
orgs_19,Otras organizaciones sociales / Número,numeric,24,,Servicios Sociales y Programas,"Suma/Total + tasa per cápita (por 1,000 hab.)",cobertura_programas_sociales_percapita
orgs_20,Otras organizaciones sociales / Total de beneficiarios al 31 de diciembre 2015,numeric,90,,Servicios Sociales y Programas,"Suma/Total + tasa per cápita (por 1,000 hab.)",cobertura_programas_sociales_percapita
orgs_21,Otras organizaciones sociales / Total de beneficiarios al 30 de junio 2016,numeric,32,,Servicios Sociales y Programas,"Suma/Total + tasa per cápita (por 1,000 hab.)",cobertura_programas_sociales_percapita
ciam_3,Centro Integral de Atención al Adulto Mayor (CIAM) / Total de beneficiarios al,numeric,691,,Servicios Sociales y Programas,"Suma/Total + tasa per cápita (por 1,000 hab.)",cobertura_programas_sociales_percapita
omaped_3,Oficina Municipal de Atención a la Persona con Discapacidad (OMAPED) / Total de,numeric,681,,Servicios Sociales y Programas,"Suma/Total + tasa per cápita (por 1,000 hab.)",cobertura_programas_sociales_percapita
bvleche_4,Beneficiarios del Programa del Vaso de Leche / Niñas y niños de 0 a 6 años /,numeric,2168,,Servicios Sociales y Programas,"Suma/Total + tasa per cápita (por 1,000 hab.)",cobertura_programas_sociales_percapita
bvleche_5,Beneficiarios del Programa del Vaso de Leche / Niñas y niños de 0 a 6 años /,numeric,1709,,Servicios Sociales y Programas,"Suma/Total + tasa per cápita (por 1,000 hab.)",cobertura_programas_sociales_percapita
bvleche_7,Beneficiarios del Programa del Vaso de Leche / Niñas y niños de 7 a 13 años /,numeric,798,,Servicios Sociales y Programas,"Suma/Total + tasa per cápita (por 1,000 hab.)",cobertura_programas_sociales_percapita
bvleche_10,Beneficiarios del Programa del Vaso de Leche / Madres gestantes / Número de ben,numeric,340,,Servicios Sociales y Programas,"Suma/Total + tasa per cápita (por 1,000 hab.)",cobertura_programas_sociales_percapita
bvleche_13,Beneficiarios del Programa del Vaso de Leche / Madres en período de lactancia /,numeric,470,,Servicios Sociales y Programas,"Suma/Total + tasa per cápita (por 1,000 hab.)",cobertura_programas_sociales_percapita
bvleche_16,Beneficiarios del Programa del Vaso de Leche / Personas afectadas con tuberculos,numeric,143,,Servicios Sociales y Programas,"Suma/Total + tasa per cápita (por 1,000 hab.)",cobertura_programas_sociales_percapita
bvleche_19,Beneficiarios del Programa del Vaso de Leche / Adulto Mayor / Número de benefic,numeric,671,,Servicios Sociales y Programas,"Suma/Total + tasa per cápita (por 1,000 hab.)",cobertura_programas_sociales_percapita
bvleche_22,Beneficiarios del Programa del Vaso de Leche / Personas con alguna discapacidad,numeric,299,,Servicios Sociales y Programas,"Suma/Total + tasa per cápita (por 1,000 hab.)",cobertura_programas_sociales_percapita
bvleche_25,Beneficiarios del Programa del Vaso de Leche / Otros casos sociales / Número de,numeric,123,,Servicios Sociales y Programas,"Suma/Total + tasa per cápita (por 1,000 hab.)",cobertura_programas_sociales_percapita
bvleche_1,Beneficiarios del Programa del Vaso de Leche / Total de beneficiarios / Número,numeric,2404,,Servicios Sociales y Programas,"Suma/Total + tasa per cápita (por 1,000 hab.)",cobertura_programas_sociales_percapita
financproy_2,Número de proyectos  / Agua y saneamiento,numeric,22,,Proyectos e Inversión Pública,"Suma/Total + tasa per cápita (por 1,000 hab.)",proyectos_inversion_totales_y_por_sector
financproy_4,Número de proyectos  / Electrificación,numeric,9,,Proyectos e Inversión Pública,"Suma/Total + tasa per cápita (por 1,000 hab.)",proyectos_inversion_totales_y_por_sector
financproy_6,Número de proyectos / Hospital,numeric,4,,Proyectos e Inversión Pública,"Suma/Total + tasa per cápita (por 1,000 hab.)",proyectos_inversion_totales_y_por_sector
financproy_8,Número de proyectos / Centro de salud,numeric,7,,Proyectos e Inversión Pública,"Suma/Total + tasa per cápita (por 1,000 hab.)",proyectos_inversion_totales_y_por_sector
financproy_10,Número de proyectos / Puesto de salud,numeric,8,,Proyectos e Inversión Pública,"Suma/Total + tasa per cápita (por 1,000 hab.)",proyectos_inversion_totales_y_por_sector
financproy_12,Número de proyectos / Aulas escolares,numeric,17,,Proyectos e Inversión Pública,"Suma/Total + tasa per cápita (por 1,000 hab.)",proyectos_inversion_totales_y_por_sector
financproy_14,Número de proyectos / Infraestructura vial,numeric,23,,Proyectos e Inversión Pública,"Suma/Total + tasa per cápita (por 1,000 hab.)",proyectos_inversion_totales_y_por_sector
financproy_16,Número de proyectos / Sistemas de riego,numeric,10,,Proyectos e Inversión Pública,"Suma/Total + tasa per cápita (por 1,000 hab.)",proyectos_inversion_totales_y_por_sector
financproy_18,Número de proyectos / Otro,numeric,12,,Proyectos e Inversión Pública,"Suma/Total + tasa per cápita (por 1,000 hab.)",proyectos_inversion_totales_y_por_sector
serpers_7,Efectivos de serenazgo al 30 de junio 2016 / Total,numeric,271,,Seguridad Ciudadana,"Suma/Total + tasa per cápita (por 1,000 hab.)",serenazgo_y_indice_intervenciones
serinterv_3,Número de intervenciones registradas por el serenazgo / Robo a transeúntes,numeric,314,,Seguridad Ciudadana,"Suma/Total + tasa per cápita (por 1,000 hab.)",serenazgo_y_indice_intervenciones
serinterv_5,Número de intervenciones registradas por el serenazgo / Robo a domicilio,numeric,160,,Seguridad Ciudadana,"Suma/Total + tasa per cápita (por 1,000 hab.)",serenazgo_y_indice_intervenciones
serinterv_7,Número de intervenciones registradas por el serenazgo / Robo de vehículos,numeric,128,,Seguridad Ciudadana,"Suma/Total + tasa per cápita (por 1,000 hab.)",serenazgo_y_indice_intervenciones
serinterv_9,Número de intervenciones registradas por el serenazgo / Robo de autopartes,numeric,113,,Seguridad Ciudadana,"Suma/Total + tasa per cápita (por 1,000 hab.)",serenazgo_y_indice_intervenciones
serinterv_11,Número de intervenciones registradas por el serenazgo / Robo a establecimientos,numeric,117,,Seguridad Ciudadana,"Suma/Total + tasa per cápita (por 1,000 hab.)",serenazgo_y_indice_intervenciones
serinterv_13,Número de intervenciones registradas por el serenazgo / Consumo de alcohol en v,numeric,533,,Seguridad Ciudadana,"Suma/Total + tasa per cápita (por 1,000 hab.)",serenazgo_y_indice_intervenciones
serinterv_15,Número de intervenciones registradas por el serenazgo / Consumo de drogas,numeric,327,,Seguridad Ciudadana,"Suma/Total + tasa per cápita (por 1,000 hab.)",serenazgo_y_indice_intervenciones
serinterv_17,Número de intervenciones registradas por el serenazgo / Accidentes de tránsito,numeric,369,,Seguridad Ciudadana,"Suma/Total + tasa per cápita (por 1,000 hab.)",serenazgo_y_indice_intervenciones
serinterv_19,Número de intervenciones registradas por el serenazgo / Comercio Informal,numeric,317,,Seguridad Ciudadana,"Suma/Total + tasa per cápita (por 1,000 hab.)",serenazgo_y_indice_intervenciones
serinterv_25,Número de intervenciones registradas por el serenazgo / Otro,numeric,166,,Seguridad Ciudadana,"Suma/Total + tasa per cápita (por 1,000 hab.)",serenazgo_y_indice_intervenciones
csegactiv_3,Número de Sesiones de Comité de Seguridad Ciudadana,numeric,38,,Seguridad Ciudadana,"Suma/Total + tasa per cápita (por 1,000 hab.)",serenazgo_y_indice_intervenciones
servspriv_info,La municipalidad informó sobre establecimientos de servicios y comercio en funci,haven_labelled,1,No informó = 0; Informó = 1,Información de Servicios y Salud,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,servicios_salud_info_dummy
denunciasamb_inf,Municipalidad informó sobre registro de denuncias ambientales,haven_labelled,1,No informó = 0; Informó = 1,Gestión Ambiental y Gestión del Riesgo,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,denuncias_ambientales_total_y_ratio_atencion
denunciasamb_3,Número de denuncias recepcionadas / Contaminación del agua,numeric,38,,Gestión Ambiental y Gestión del Riesgo,"Suma/Total + tasa per cápita (por 1,000 hab.)",denuncias_ambientales_total_y_ratio_atencion
denunciasamb_4,Número de denuncias atendidas / Contaminación del agua,numeric,37,,Gestión Ambiental y Gestión del Riesgo,"Suma/Total + tasa per cápita (por 1,000 hab.)",denuncias_ambientales_total_y_ratio_atencion
denunciasamb_6,Número de denuncias recepcionadas / Contaminación del suelo,numeric,45,,Gestión Ambiental y Gestión del Riesgo,"Suma/Total + tasa per cápita (por 1,000 hab.)",denuncias_ambientales_total_y_ratio_atencion
denunciasamb_7,Número de denuncias atendidas / Contaminación del suelo,numeric,42,,Gestión Ambiental y Gestión del Riesgo,"Suma/Total + tasa per cápita (por 1,000 hab.)",denuncias_ambientales_total_y_ratio_atencion
denunciasamb_9,Número de denuncias recepcionadas / Contaminación del aire,numeric,48,,Gestión Ambiental y Gestión del Riesgo,"Suma/Total + tasa per cápita (por 1,000 hab.)",denuncias_ambientales_total_y_ratio_atencion
denunciasamb_10,Número de denuncias atendidas / Contaminación del aire,numeric,45,,Gestión Ambiental y Gestión del Riesgo,"Suma/Total + tasa per cápita (por 1,000 hab.)",denuncias_ambientales_total_y_ratio_atencion
denunciasamb_12,Número de denuncias recepcionadas /  Deforestación y quema de bosques,numeric,19,,Gestión Ambiental y Gestión del Riesgo,"Suma/Total + tasa per cápita (por 1,000 hab.)",denuncias_ambientales_total_y_ratio_atencion
denunciasamb_13,Número de denuncias atendidas /  Deforestación y quema de bosques,numeric,19,,Gestión Ambiental y Gestión del Riesgo,"Suma/Total + tasa per cápita (por 1,000 hab.)",denuncias_ambientales_total_y_ratio_atencion
denunciasamb_15,Número de denuncias recepcionadas /  Contaminación sonora,numeric,66,,Gestión Ambiental y Gestión del Riesgo,"Suma/Total + tasa per cápita (por 1,000 hab.)",denuncias_ambientales_total_y_ratio_atencion
denunciasamb_16,Número de denuncias atendidas /   Contaminación sonora,numeric,63,,Gestión Ambiental y Gestión del Riesgo,"Suma/Total + tasa per cápita (por 1,000 hab.)",denuncias_ambientales_total_y_ratio_atencion
denunciasamb_17,¿La municipalidad registró otro tipo de denuncias ambientales?,haven_labelled,2,Si = 1; No = 2,Gestión Ambiental y Gestión del Riesgo,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,denuncias_ambientales_total_y_ratio_atencion
participacion_inf,Municipalidad informante sobre participación de la población en la gestión admin,haven_labelled,2,No informó = 0; Informó = 1,Participación y Concertación,Categoría ordinal/nominal → one-hot o score ordinal,indice_participacion_ciudadana
bibliopers_15,,numeric,26,,Recursos Físicos y Tecnología,Suma/Media + normalización per cápita o por presupuesto,agg_equipamiento_municipal
serinterv_21,,numeric,328,,Seguridad Ciudadana,Suma/Media + normalización per cápita o por presupuesto,serenazgo_y_indice_intervenciones
serinterv_23,,numeric,146,,Seguridad Ciudadana,Suma/Media + normalización per cápita o por presupuesto,serenazgo_y_indice_intervenciones
residfrec_2,RECODE of P45_1 (Frecuencia de recojo de residuos sólidos (basura) que realiza l,haven_labelled,5,diaria = 1; interdiaria = 2; dos veces por semana = 3; una vez por semana = 4; no recogio = 5,Limpieza Pública y Residuos,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,gasto_limpieza_total_y_ratio
limpgast_inf,RECODE of VFI_P50 (Municipalidad),haven_labelled,2,no informo = 0; si informo = 1,Finanzas Municipales,Categoría ordinal/nominal → one-hot o score ordinal,gasto_total_y_ratios_funcionales
opelimp_inf,RECODE of VFI_P52 (Municipalidad),haven_labelled,2,no informo = 0; si informo = 1,Otros/Metadatos,Categoría ordinal/nominal → one-hot o score ordinal,meta_identificadores
regamb_inf,RECODE of VFI_P53 (Municipalidad),haven_labelled,1,no informo = 0; si informo = 1,Gestión Ambiental y Gestión del Riesgo,Categoría ordinal/nominal → one-hot o score ordinal,indice_gestion_riesgos
regamb_1,RECODE of P53 (¿La municipalidad registró vendedores ambulantes?),haven_labelled,2,no registro = 0; si registro = 1,Gestión Ambiental y Gestión del Riesgo,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,indice_gestion_riesgos
internet_1,RECODE of P56 (¿La municipalidad brindó servicios de cabinas de Internet?),haven_labelled,2,no brindo = 0; si brindo = 1,Servicios Básicos e Infraestructura,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,indice_cobertura_servicios_basicos
bibliopers_1,RECODE of P60 (¿La municipalidad tiene personal exclusivo de la biblioteca munic,haven_labelled,2,no tiene = 0; si tiene = 1,Recursos Físicos y Tecnología,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,agg_equipamiento_municipal
infradep_inf,RECODE of VFI_P64 (Municipalidad),haven_labelled,2,no informo = 0; si informo = 1,Infraestructura Deportiva y Cultural,Categoría ordinal/nominal → one-hot o score ordinal,infraestructura_deportiva_cultural_total
infracul_1,,numeric,2,,Infraestructura Deportiva y Cultural,Suma/Media + normalización per cápita o por presupuesto,infraestructura_deportiva_cultural_total
infracul_2,RECODE of P65_1 (¿La municipalidad administró locales para uso recreacional y cu,haven_labelled,2,no administro = 0; si administro = 1,Infraestructura Deportiva y Cultural,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,infraestructura_deportiva_cultural_total
ciam_1,RECODE of P66A_1 (¿Existe Centro Integral de Atención al Adulto Mayor (CIAM) en,haven_labelled,2,no = 0; si = 1,Servicios Sociales y Programas,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,cobertura_programas_sociales_percapita
omaped_1,,numeric,2,,Servicios Sociales y Programas,Suma/Media + normalización per cápita o por presupuesto,cobertura_programas_sociales_percapita
demuna_inf,RECODE of VFI_P68 (Municipalidad),haven_labelled,2,no informo = 0; si informo = 1,Otros/Metadatos,Categoría ordinal/nominal → one-hot o score ordinal,meta_identificadores
demuna_1,RECODE of P68 (¿La municipalidad brindó el servicio de Defensoría Municipal del,haven_labelled,2,no brindo = 0; si brindo = 1,Otros/Metadatos,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,meta_identificadores
financinst_inf,RECODE of VFI_P69 (Municipalidad),haven_labelled,1,no informo = 0; si informo = 1,Proyectos e Inversión Pública,Categoría ordinal/nominal → one-hot o score ordinal,proyectos_inversion_totales_y_por_sector
financinst_2,RECODE of P69_1_1 (Organismos o instituciones / Obras de infraestructura / Públi,haven_labelled,2,no realiza = 0; si realiza = 1,Proyectos e Inversión Pública,Categoría ordinal/nominal → one-hot o score ordinal,proyectos_inversion_totales_y_por_sector
financinst_3,RECODE of P69_2_1 (Organismos o instituciones / Obras de infraestructura / Públi,haven_labelled,2,no realiza = 0; si realiza = 1,Proyectos e Inversión Pública,Categoría ordinal/nominal → one-hot o score ordinal,proyectos_inversion_totales_y_por_sector
financinst_4,RECODE of P69_3_1 (Organismos o instituciones / Obras de infraestructura / Públi,haven_labelled,2,no realiza = 0; si realiza = 1,Proyectos e Inversión Pública,Categoría ordinal/nominal → one-hot o score ordinal,proyectos_inversion_totales_y_por_sector
financinst_5,RECODE of P69_4_1 (Organismos o instituciones / Obras de infraestructura / Públi,haven_labelled,2,no realiza = 0; si realiza = 1,Proyectos e Inversión Pública,Categoría ordinal/nominal → one-hot o score ordinal,proyectos_inversion_totales_y_por_sector
financinst_6,RECODE of P69_5_1 (Organismos o instituciones / Obras de infraestructura / Públi,haven_labelled,2,no realiza = 0; si realiza = 1,Proyectos e Inversión Pública,Categoría ordinal/nominal → one-hot o score ordinal,proyectos_inversion_totales_y_por_sector
financinst_7,RECODE of P69_6_1 (Organismos o instituciones / Obras de infraestructura / Públi,haven_labelled,2,no realiza = 0; si realiza = 1,Proyectos e Inversión Pública,Categoría ordinal/nominal → one-hot o score ordinal,proyectos_inversion_totales_y_por_sector
financinst_8,RECODE of P69_7_1 (Organismos o instituciones / Obras de infraestructura / Públi,haven_labelled,2,no realiza = 0; si realiza = 1,Proyectos e Inversión Pública,Categoría ordinal/nominal → one-hot o score ordinal,proyectos_inversion_totales_y_por_sector
financinst_9,RECODE of P69_8_1 (Organismos o instituciones / Obras de infraestructura / Públi,haven_labelled,2,no realiza = 0; si realiza = 1,Proyectos e Inversión Pública,Categoría ordinal/nominal → one-hot o score ordinal,proyectos_inversion_totales_y_por_sector
financinst_10,RECODE of P69_9_1 (Organismos o instituciones / Obras de infraestructura / Públi,haven_labelled,2,no realiza = 0; si realiza = 1,Proyectos e Inversión Pública,Categoría ordinal/nominal → one-hot o score ordinal,proyectos_inversion_totales_y_por_sector
financinst_12,RECODE of P69_11_1 (Organismos o instituciones / Obras de infraestructura / Priv,haven_labelled,2,no realiza = 0; si realiza = 1,Proyectos e Inversión Pública,Categoría ordinal/nominal → one-hot o score ordinal,proyectos_inversion_totales_y_por_sector
financinst_13,RECODE of P69_12_1 (Organismos o instituciones / Obras de infraestructura / Priv,haven_labelled,2,no realiza = 0; si realiza = 1,Proyectos e Inversión Pública,Categoría ordinal/nominal → one-hot o score ordinal,proyectos_inversion_totales_y_por_sector
financinst_14,RECODE of P69_13_1 (Organismos o instituciones / Obras de infraestructura / Priv,haven_labelled,2,no realiza = 0; si realiza = 1,Proyectos e Inversión Pública,Categoría ordinal/nominal → one-hot o score ordinal,proyectos_inversion_totales_y_por_sector
financinst_15,RECODE of P69_14_1 (Organismos o instituciones / Obras de infraestructura / Priv,haven_labelled,2,no realiza = 0; si realiza = 1,Proyectos e Inversión Pública,Categoría ordinal/nominal → one-hot o score ordinal,proyectos_inversion_totales_y_por_sector
financinst_16,RECODE of P69_15_1 (Organismos o instituciones / Obras de infraestructura / Priv,haven_labelled,2,no realiza = 0; si realiza = 1,Proyectos e Inversión Pública,Categoría ordinal/nominal → one-hot o score ordinal,proyectos_inversion_totales_y_por_sector
financinst_17,RECODE of P69_16_1 (Organismos o instituciones / Obras de infraestructura / Priv,haven_labelled,2,no realiza = 0; si realiza = 1,Proyectos e Inversión Pública,Categoría ordinal/nominal → one-hot o score ordinal,proyectos_inversion_totales_y_por_sector
financinst_19,RECODE of P69_1_2 (Organismos o instituciones / Programas sociales / Público / M,haven_labelled,2,no realiza = 0; si realiza = 1,Proyectos e Inversión Pública,Categoría ordinal/nominal → one-hot o score ordinal,proyectos_inversion_totales_y_por_sector
financinst_20,RECODE of P69_2_2 (Organismos o instituciones / Programas Sociales / Público / M,haven_labelled,2,no realiza = 0; si realiza = 1,Proyectos e Inversión Pública,Categoría ordinal/nominal → one-hot o score ordinal,proyectos_inversion_totales_y_por_sector
financinst_21,RECODE of P69_3_2 (Organismos o instituciones / Programas Sociales/ Público / Mi,haven_labelled,2,no realiza = 0; si realiza = 1,Proyectos e Inversión Pública,Categoría ordinal/nominal → one-hot o score ordinal,proyectos_inversion_totales_y_por_sector
financinst_22,RECODE of P69_4_2 (Organismos o instituciones / Programas Sociales / Público / M,haven_labelled,2,no realiza = 0; si realiza = 1,Proyectos e Inversión Pública,Categoría ordinal/nominal → one-hot o score ordinal,proyectos_inversion_totales_y_por_sector
financinst_23,RECODE of P69_5_2 (Organismos o instituciones / Programas Sociales / Público / M,haven_labelled,2,no realiza = 0; si realiza = 1,Proyectos e Inversión Pública,Categoría ordinal/nominal → one-hot o score ordinal,proyectos_inversion_totales_y_por_sector
financinst_24,RECODE of P69_6_2 (Organismos o instituciones / Programas Sociales / Público / M,haven_labelled,2,no realiza = 0; si realiza = 1,Proyectos e Inversión Pública,Categoría ordinal/nominal → one-hot o score ordinal,proyectos_inversion_totales_y_por_sector
financinst_25,RECODE of P69_7_2 (Organismos o instituciones / Programas Sociales / Público / G,haven_labelled,2,no realiza = 0; si realiza = 1,Proyectos e Inversión Pública,Categoría ordinal/nominal → one-hot o score ordinal,proyectos_inversion_totales_y_por_sector
financinst_26,RECODE of P69_8_2 (Organismos o instituciones / Programas Sociales / Público / G,haven_labelled,2,no realiza = 0; si realiza = 1,Proyectos e Inversión Pública,Categoría ordinal/nominal → one-hot o score ordinal,proyectos_inversion_totales_y_por_sector
financinst_27,RECODE of P69_10_1 (Organismos o instituciones / Programas Sociales / Público /,haven_labelled,2,no realiza = 0; si realiza = 1,Proyectos e Inversión Pública,Categoría ordinal/nominal → one-hot o score ordinal,proyectos_inversion_totales_y_por_sector
financinst_29,RECODE of P69_11_2 (Organismos o instituciones / Programas Sociales / Privado /,haven_labelled,2,no realiza = 0; si realiza = 1,Proyectos e Inversión Pública,Categoría ordinal/nominal → one-hot o score ordinal,proyectos_inversion_totales_y_por_sector
financinst_30,RECODE of P69_12_2 (Organismos o instituciones / Programas Sociales / Privado /,haven_labelled,2,no realiza = 0; si realiza = 1,Proyectos e Inversión Pública,Categoría ordinal/nominal → one-hot o score ordinal,proyectos_inversion_totales_y_por_sector
